OntoName,Category,Ranking_CORR_CTime,Racer_ETime,Racer_CTime,Racer_CORR,ELepHant_ETime,ELepHant_CTime,ELepHant_CORR,TrOWL_ETime,TrOWL_CTime,TrOWL_CORR,JFact_ETime,JFact_CTime,JFact_CORR,MOReHermiT_ETime,MOReHermiT_CTime,MOReHermiT_CORR,Konclude_ETime,Konclude_CTime,Konclude_CORR,FaCT++_ETime,FaCT++_CTime,FaCT++_CORR,ELK_ETime,ELK_CTime,ELK_CORR,Pellet-OA4_ETime,Pellet-OA4_CTime,Pellet-OA4_CORR,HermiT-OA4_ETime,HermiT-OA4_CTime,HermiT-OA4_CORR,DLFamily,OPR,AxMaxNesting,AvgNbrRestrict,HMaxNbr,HP_MaxDepth,SRBx,DpDISJ,SymmetricObjectProperty,OAS,ExactCardinality_C,DpEQUIV,HP_MultiParent,STBx,HP_MaxChildren,SDP,HC_MaxChildren,OpCHAIN,Complement_C,InverseFuncOPRatio,ClassAssertion,FunctionalObjectProperty,IrreflexiveOPRatio,FunctionalDataProperty,ObjectPropertyAssertion,IrrefexiveObjectProperty,GCI_C,SOP,ARichness,OP_COHESION,Union_R,HExtNbr,Indiv_SAME,DataPropertyAssertion,DisjointClasses,Complement_R,SubPropertyChainOf,MostCardinality_C,RRichness,Indiv_DIFF,AxiomMaxConst,RRBx,HP_MaxParents,HC_MaxParents,HP_MaxPropDegree,HC_MaxClassDegree,RTBx,CLS_NOM,SI,NPCD_Ratio,EquivalentClasses,OneOf_C,NPCD_C,RABx,ReflexiveOPRatio,DataPropertyDomain,SubObjectPropertyOf,Existentiel_C,SubDataPropertyOf,OpEQUIV,ClsDISJ_Ratio,OLAS,GCI_Ratio,ExactCardinality_R,TransitiveObjectProperty,OneOf_R,UI_Ratio,AxAvgNesting,SubClassOf,HasSelf_C,OntoConstructorDensity,EquivalentDataProperties,InverseOPRatio,SABx,Nom_Tbox,HasValue_R,SameIndividual,OpDISJ,LeastCardinality_R,DifferentIndividuals,PCD_Ratio,InverseFunctionalObjectProperty,EqDPRatio,MostCardinality_R,UI_Pattern,InverseObjectProperties,Existentiel_R,Intersection_C,Universal_R,Universal_C,HasValue_C,HasSelf_R,DisjointObjectProperties,HMinNbr,LeastCardinality_C,HC_MultiParents,EUR_Pattern,TransitiveOPRatio,EquivalentObjectProperties,SymmetricOPRatio,DataPropertyRange,CUR_Pattern,ReflexiveObjectProperty,HC_AvgChildren,DisjointUnion,EqOPRatio,Intersection_R,AsymmetricObjectProperty,FunctionalOPRatio,DisjOPRatio,EUR_Ratio,HP_COHESION,SC,HasHiearOPRatio,ChainOPRatio,PCD_C,ObjectPropertyDomain,HP_AvgChildren,Union_C,CUR_Ratio,ObjectPropertyRange,HC_DegreeCentrality,HP_DegreeCentrality,SDT
ore_ont_14896.owl,Train,"[Konclude 1 1, FaCT++ 1 2, JFact 1 3, MOReHermiT 1 4, Pellet-OA4 1 5, HermiT-OA4 1 6, Racer 2 7, TrOWL 2 7, ELK 2 7, ELepHant 4 10]",1807,0,Unexpected,14,0,Exec_err,1481,0,Unexpected,3544,2269,Correct,3617,2592,Correct,169,75,Correct,989,283,Correct,841,0,Unexpected,8471,7150,Correct,45568,44340,Correct,SHOIN(D),DL,4,0,0,5,423,0,0.044682752,10585,5,8,0.324675325,4605,19,29,51,0,0,0,20.28596962,0,0,0,0.938337802,0,279,308,0.008203678,1.10714E-07,0.267379679,1,0.163132137,0,0.938337802,0,0,0,0.098088637,0.163132137,1,6.300268097,2,3,20,52,68.58802502,7.015558699,1226,7.100977199,4.959785523,0,327,0.374020061,0,0.074471254,1.772415847,114,0,58,3.140028289,6714,6.058631922,0,0.074471254,0,0,1.67992255,62.6899017,261,0.162432139,0.059577003,2.680412371,1686,0,0,2.636282395,0,0,1.251117069,82.84473398,0,0,0,0,0.238308013,15.24064171,0,48.93048128,366,0,34.89304813,0,0,0,0.056593096,0,2.06185567,0.595770033,0.206185567,0.268096515,0,0,3.816168328,0,11.13402062,0,0,0,0,0,0.00839714,3535,45.36082474,0,3815,0.848972297,2.833333333,2,0,2.323503128,0.014174396,0.063038896,2
ore_ont_14897.owl,Train,"[Konclude 1 1, MOReHermiT 1 2, HermiT-OA4 1 3, ELK 2 4, JFact 3 5, FaCT++ 3 5, Pellet-OA4 3 5, Racer 4 8, ELepHant 4 8, TrOWL 4 8]",222718,0,Exec_err,26,0,Exec_err,60007,0,Exec_err,211026,0,Timeout,9161,7651,Correct,1478,877,Correct,211055,0,Timeout,1698,0,Unexpected,211016,0,Timeout,10396,8890,Correct,SRI,DL,9,0,0,3,29,0,0,64436,0,0,1.960784314,11310,3,0,253,12,0,0,81.13656402,0,0,0,0,0,1430,51,0,0,0.062784492,0,0,0,0.262847066,0,0.01663589,0,0.013969938,0,4,0.048244082,2,5,3,254,18.81519189,0,3,0,2.378932309,0,0,0.134977898,0,0,0.013308712,4941,0,0,1.403837155,60111,12.64367816,0,0.009981534,0,0,1.317812048,16.17341252,0,0.140826702,0,94.71766849,48772,0,0,0,0,0,0,53.75773652,0,0,0,0,0.008317945,77.55454403,1426,0,0,0,0,0,0,0,0.093589144,0,93.90811577,0,0,0,0,0,6.402877698,0,0,22.38267148,0,0,0,0,0.014117647,4274,89.03056062,92.36996559,6080,0,1.333333333,4,0,0,0.058788263,0.055918367,0
ore_ont_14901.owl,Train,"[Konclude 1 1, ELepHant 1 2, Racer 1 3, FaCT++ 1 4, TrOWL 1 5, ELK 1 6, Pellet-OA4 1 7, HermiT-OA4 1 8, JFact 1 9, MOReHermiT 1 10]",199,20,Correct,9,0,Correct,492,103,Correct,1079,315,Correct,1083,461,Correct,29,7,Correct,449,60,Correct,383,148,Correct,1096,263,Correct,1060,284,Correct,ALE+,EL,3,0,0,0,1,0,0,1780,0,0,0,940,0,0,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.106269926,0,3,0,45,99.89373007,0,0,0,0,0,0,0,0,0,0,3,0,0,0,941,0,0,0.106269926,0,0,2.001062699,99.89373007,0,0.003191489,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0.238663484,0,100,0,0,0,0,0,4.31797235,0,0,0,0,0,0,0,0,838,0,0,940,0,0,0,0,0,0.051213893,0,0
ore_ont_14906.owl,Train,"[Konclude 1 1, FaCT++ 1 2, JFact 1 3, MOReHermiT 1 4, Pellet-OA4 1 5, HermiT-OA4 1 6, Racer 2 7, TrOWL 2 7, ELK 2 7, ELepHant 4 10]",1846,0,Unexpected,14,0,Exec_err,1495,0,Unexpected,3557,2284,Correct,3686,2649,Correct,180,82,Correct,989,283,Correct,828,0,Unexpected,8497,7058,Correct,46281,44971,Correct,SHOIN(D),DL,4,0,0,5,423,0,0.044378698,10664,5,8,0.324675325,4651,19,29,51,0,0,0,20.14792899,0,0,0,0.931952663,0,282,308,0.008127803,1.08675E-07,0.264200793,1,0.163132137,0,0.946745562,0,0,0,0.09735802,0.163132137,1,6.25739645,2,3,20,52,68.80177515,6.950672646,1226,7.095248334,4.970414201,0,330,0.368947166,0,0.073964497,1.76035503,116,0,58,3.167040359,6760,6.063212212,0,0.073964497,0,0,1.683431953,62.88461538,261,0.162760697,0.059171598,2.631578947,1686,0,0,2.618343195,0,0,1.24260355,82.86390024,0,0,0,0,0.236686391,15.32364597,0,49.27344782,373,0,34.47820343,0,0,0,0.056069526,0,2.024291498,0.591715976,0.20242915,0.266272189,0,0,3.810514786,0,10.93117409,0,0,0,0,0,0.00839714,3568,46.3562753,0,3854,0.843195266,2.833333333,2,0,2.307692308,0.014043023,0.063038896,2
ore_ont_14909.owl,Train,"[ELepHant 1 1, Konclude 1 2, MOReHermiT 1 3, ELK 1 4, HermiT-OA4 1 5, Pellet-OA4 1 6, FaCT++ 1 7, TrOWL 1 8, Racer 2 9, JFact 2 9]",10657,0,Unexpected,158,55,Correct,22010,21056,Correct,158871,0,Unexpected,1661,428,Correct,770,211,Correct,11571,10615,Correct,709,496,Correct,2912,1615,Correct,2078,817,Correct,ALR,EL,6,0,0,2,20,0,0,56168,0,0,0,373,4,0,14,2,0,0,23.91833811,0,0,0,75.37786533,0,159,146,0,0,0,0,0,0,0,0,0.003581662,0,0,0,1,0.035816619,1,8,4,15,0.667979943,0,31274,0,0,0,0,0.177822714,0,0,0.032234957,139,0,0,0,55840,42.62734584,0,0,0,0,0.25592765,0.667979943,0,0.426273458,0,0,55447,0,0,0,0,0,0,57.10455764,0,0,0,0,0,87.42138365,20,0,0,0,0,0,0,0,2.197802198,0,0,0,0,0,0,0,2.958333333,0,0,12.57861635,0,0,0,0,0.001889466,183,12.94964029,1.438848921,213,0,1.384615385,0,0,0,0.070718232,0.026245211,0
ore_ont_14912.owl,Test,"[Konclude 1 1, Racer 1 2, FaCT++ 1 3, TrOWL 1 4, ELK 1 5, HermiT-OA4 1 6, MOReHermiT 1 7, Pellet-OA4 1 8, JFact 1 9, ELepHant 4 10]",1095,110,Correct,9,0,Exec_err,811,187,Correct,2671,1746,Correct,1369,568,Correct,90,25,Correct,710,138,Correct,714,456,Correct,1774,801,Correct,1452,519,Correct,ALEH+,DL,3,0,0,5,43,0,0,7895,0,0,3.571428571,1826,8,0,208,0,0,0,72.15435042,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0.640643623,2,2,9,208,27.20500596,0,7,0,0,0,0,1.075005221,0,0,0.41716329,627,0,0,0,6712,0,0,0.223480334,0,0,1.359058403,27.20500596,0,0.343373494,0,0,4843,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0.086580087,0,91.22807018,0,0,0,0,0,3.996666667,0,0,0,0,0,0,0,0.232804233,1155,100,0,1826,0,3.5,0,0,0,0.178753038,0.279202279,0
ore_ont_14919.owl,Train,"[Konclude 1 1, FaCT++ 1 2, Racer 1 3, MOReHermiT 1 4, Pellet-OA4 1 5, HermiT-OA4 1 6, TrOWL 2 7, ELK 2 7, ELepHant 4 9, JFact 4 9]",1674,480,Correct,12,0,Exec_err,1682,0,Unexpected,1272,0,Exec_err,5652,4627,Correct,181,84,Correct,963,237,Correct,864,0,Unexpected,6327,5070,Correct,60208,58990,Correct,SHOIN(D),DL,4,6.805333333,0,5,631,0,0.044709389,10247,10,8,0.200803213,3885,35,32,53,0,0,0,18.4947839,0,0,0,6.870342772,0,248,498,0.010638298,9.94575E-08,0.313479624,2,0.17167382,3.129657228,0.86438152,0,0,0,0.106419753,0.17167382,1,9.403874814,2,3,36,54,57.89865872,6.914893617,1165,7.387387387,4.381520119,0,287,0.487294582,0,0.208643815,4.590163934,95,0,62,3.424202128,6710,6.383526384,1.567398119,0.119225037,0,0,1.441877794,52.65275708,214,0.164221364,0.059612519,4.265402844,2194,0,0,3.099850969,0,0.78369906,1.102831595,82.05920206,0,0,0,0,0.149031297,14.89028213,0,48.90282132,312,0,33.54231975,0,1,5,0.066511473,0,2.369668246,0.625931446,0.473933649,0.268256334,0,0,3.889039242,0,10.90047393,0,0,0,0,0,0.006755392,3008,62.55924171,0,3188,0.87928465,4.888888889,2,0,2.459016393,0.017339697,0.070227819,6
ore_ont_14924.owl,Train,"[Konclude 1 1, Racer 1 2, FaCT++ 1 3, TrOWL 1 4, ELK 1 5, JFact 1 6, HermiT-OA4 1 7, Pellet-OA4 1 8, MOReHermiT 1 9, ELepHant 4 10]",199,30,Correct,7,0,Exec_err,413,89,Correct,992,308,Correct,1159,568,Correct,30,9,Correct,356,33,Correct,339,125,Correct,1151,444,Correct,1074,405,Correct,SHOI,DL,8,0,0,2,9,0,0,922,0,0,0,486,1,0,21,0,0,0,24.45019405,0,0,0,11.51358344,0,0,7,0,0,0.840336134,0,0,0,14.35963777,0,0,0,0.547325103,0,4,1.164294955,1,1,1,22,62.87192755,108.3916084,189,0,0,0,0,4.652493854,0,0,0.776196636,81,0,0,47.55244755,773,0,0,0.258732212,0,0,1.618369987,48.51228978,155,0.122427984,0,86.41975309,278,0,0,0,0,0,0,77.16049383,0,0,0,0,0.129366106,34.03361345,0,0,0,0,65.12605042,0,0,0,0,0,86.41975309,0,0,0,0,0,4.147058824,0,0,0,0,0,0,0,0.133333333,143,100,0,375,0,1,2,0,0,0.143042653,0.2,0
ore_ont_14926.owl,Train,"[Konclude 1 1, ELepHant 1 2, FaCT++ 1 3, TrOWL 1 4, ELK 1 5, Racer 1 6, HermiT-OA4 1 7, JFact 1 8, Pellet-OA4 1 9, MOReHermiT 1 10]",138,0,Correct,7,0,Correct,364,62,Correct,803,155,Correct,915,349,Correct,16,2,Correct,330,30,Correct,300,76,Correct,860,164,Correct,789,140,Correct,AL,FULL,2,0,0,0,0,0,0,479,0,0,0,239,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32038835,0,0,0,0,0,0,0,0,240,0,0,239,0,0,0,0,0,0.021131465,0,0
ore_ont_1493.owl,Test,"[ELepHant 1 1, Konclude 1 2, FaCT++ 1 3, Racer 1 4, TrOWL 1 5, ELK 1 6, MOReHermiT 1 7, Pellet-OA4 1 8, HermiT-OA4 1 9, JFact 1 10]",1548,360,Correct,48,20,Correct,1224,471,Correct,3311,1991,Correct,2045,1031,Correct,159,55,Correct,1032,251,Correct,949,530,Correct,2634,1221,Correct,2988,1576,Correct,AL,FULL,2,0,0,0,0,0,0,13169,0,0,0,6585,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,208,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6585,0,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015188335,0,0,0,0,0,0,0,4.18360864,0,0,0,0,0,0,0,0,6584,0,0,6585,0,0,0,0,0,0.031302186,0,0
ore_ont_14931.owl,Test,"[Konclude 1 1, FaCT++ 1 2, TrOWL 1 3, ELK 1 4, JFact 1 5, Pellet-OA4 1 6, HermiT-OA4 1 7, MOReHermiT 1 8, Racer 2 9, ELepHant 4 10]",177,0,Unexpected,7,0,Exec_err,357,65,Correct,830,186,Correct,1138,578,Correct,18,5,Correct,322,25,Correct,311,91,Correct,927,256,Correct,1165,486,Correct,ALCHOIN(D),DL,6,0.34,0,2,27,0,0,288,1,0,0,128,3,4,13,0,0,0,9.88372093,1.162790698,0,2.325581395,0,0,4,9,0.038461538,0.000145216,0,1,0,0,0,0,0,0,0.022900763,0,3,15.69767442,1,1,3,14,74.41860465,3.846153846,17,0,2.325581395,4,0,5.746349378,0,2.325581395,2.906976744,22,0,0,0,172,3.125,2.941176471,0,11.76470588,0,1.848837209,72.09302326,0,0.088541667,0,0,17,100,0,0,0,2.941176471,0,93.75,0,0,0,0,0.581395349,64.70588235,4,5.882352941,2,0,0,0,1,1,0,0,0,0,0,2.325581395,0,0,3.8,0,0,11.76470588,0,15.38461538,0,0,0.277777778,104,84.61538462,0,120,2.325581395,2.5,0,0,1.744186047,0.1215298,0.303571429,2
ore_ont_14934.owl,Train,"[Konclude 1 1, ELepHant 1 2, ELK 1 3, TrOWL 1 4, Pellet-OA4 1 5, MOReHermiT 1 6, HermiT-OA4 1 7, Racer 1 8, JFact 3 9, FaCT++ 3 9]",16937,5250,Correct,1053,849,Correct,3700,2101,Correct,211011,0,Timeout,4426,2563,Correct,1613,553,Correct,211015,0,Timeout,1701,1094,Correct,5620,2528,Correct,6130,3172,Correct,ALER,EL,5,0,0,2,28,0,0,107683,0,0,2.941176471,72980,4,0,13786,9,0,0,0,0,0,0,0,0,379,34,0,0,0,0,0,0,0,0,0.012327416,0,0,0,1,0.038351961,2,4,6,13787,99.96164804,0,0,0,0,0,0,0,0,0,0.026024545,33612,0,0,0,73008,0.519320362,0,0,0,0,2.46603112,99.96164804,0,0.463661277,0,0,0,0,0,0,0,0,0,99.48067964,0,0,0,0,0,99.33211183,226,0,0,0,0,0,0,0,0.005773505,0,0,0,0,0,0,0,2.635292533,0,0,0.667888173,0,0,0,0,0.017825312,34642,44.72807331,44.40080923,72601,0,1.357142857,0,0,0,0.397965821,0.15719697,0
ore_ont_14936.owl,Train,"[Konclude 1 1, FaCT++ 1 2, Racer 1 3, HermiT-OA4 1 4, Pellet-OA4 1 5, JFact 1 6, MOReHermiT 1 7, TrOWL 2 8, ELK 2 8, ELepHant 4 10]",521,340,Correct,6,0,Exec_err,635,0,Unexpected,1715,947,Correct,1618,985,Correct,69,45,Correct,470,75,Correct,394,0,Unexpected,1449,709,Correct,1327,613,Correct,SH,DL,13,0,0,6,41,0,0,1124,0,0,0,762,5,0,19,0,18,0,0,0,0,0,0,0,15,40,0,1.27097E-06,9.836065574,0,0,0,47.32254047,5.901639344,0,0,0.499344692,0,10,5.105853051,1,1,5,20,94.89414695,0,0,6.692913386,8.219178082,0,51,0,0,0,3.611457036,162,0,0,38.79003559,803,1.968503937,0,1.245330012,0,0.262467192,2.384806974,39.35242839,0,0.041207349,0,0,0,0,0,0,0,0,0,39.50131234,0,0,0,2,0,53.1147541,60,11.47540984,35,0,0,0,0,0,0,8,21.31979695,0,0,0,0,0,2.550561798,0,0,19.67213115,0,0,0,1.049868766,0.15,281,62.43654822,0,301,0.124533001,2.230769231,30,0,0.124533001,0.066129032,0.095816464,0
ore_ont_1494.owl,Test,"[Konclude 1 1, ELepHant 1 2, Racer 1 3, FaCT++ 1 4, TrOWL 1 5, ELK 1 6, Pellet-OA4 1 7, HermiT-OA4 1 8, JFact 1 9, MOReHermiT 1 10]",168,10,Correct,9,0,Correct,454,91,Correct,1018,287,Correct,1030,418,Correct,26,5,Correct,401,52,Correct,335,110,Correct,999,233,Correct,967,237,Correct,ALE+,EL,3,0,0,0,1,0,0,1305,0,0,0,658,0,0,66,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.151745068,0,2,0,67,99.84825493,0,0,0,0,0,0,0,0,0,0,2,0,0,0,659,0,0,0.151745068,0,0,2,99.84825493,0,0.003039514,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0.155279503,0,0,0,0,0,0,0,5.248,0,0,0,0,0,0,0,0,644,0,0,658,0,0,0,0,0,0.101345426,0,0
ore_ont_14981.owl,Train,"[Konclude 1 1, Racer 1 2, FaCT++ 1 3, TrOWL 1 4, ELK 1 5, Pellet-OA4 1 6, HermiT-OA4 1 7, MOReHermiT 1 8, ELepHant 4 9, JFact 4 9]",311,30,Correct,4,0,Exec_err,473,96,Correct,764,0,Exec_err,1167,526,Correct,36,10,Correct,403,43,Correct,404,208,Correct,1007,284,Correct,1145,456,Correct,SOIF(D),DL,3,0,0,0,70,0,0.208913649,1509,0,0,0,51,0,6,5,0,0,0,45.4735376,0.069637883,0,0.278551532,38.64902507,0,0,20,0.127659574,0.001803885,0,0,0.307219662,5.77994429,0.139275766,0,0,0,0.3,0.307219662,1,4.874651811,0,2,0,6,3.551532033,0,651,0,0,0,0,6.377006696,0,0.348189415,0,0,0,0,8.510638298,1436,0,0,0.139275766,0,0,0.566155989,3.412256267,0,0.039215686,0,100,1315,0,0,1.462395543,0,0,0.208913649,96.07843137,0.069637883,0,0,0,0.626740947,0,0,100,2,0,0,0,0,0,2.127659574,0,0,0,100,0.417827298,0,0,2.35,0,0,0,0,0,0,0,0,47,0,0,49,1.39275766,0,0,0,1.323119777,0.090821256,0,3
ore_ont_14995.owl,Test,"[ELepHant 1 1, Konclude 1 2, TrOWL 1 3, Racer 1 4, ELK 1 5, Pellet-OA4 1 6, MOReHermiT 1 7, HermiT-OA4 1 8, FaCT++ 1 9, JFact 1 10]",2401,310,Correct,50,13,Correct,1047,236,Correct,4069,2803,Correct,2039,1012,Correct,230,58,Correct,1844,1065,Correct,775,428,Correct,2109,711,Correct,2508,1038,Correct,ALE,QL,3,0,0,0,0,0,0,15875,0,0,0,11132,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,11132,0,0,0,11132,0,0,0,0,0,3,100,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4742,0,0,11132,0,0,0,0,0,0,0,0
ore_ont_1501.owl,Train,"[ELepHant 1 1, Konclude 1 2, TrOWL 1 3, ELK 1 4, Racer 1 5, Pellet-OA4 1 6, MOReHermiT 1 7, HermiT-OA4 1 8, FaCT++ 1 9, JFact 1 10]",2684,560,Correct,76,33,Correct,1239,347,Correct,7551,6199,Correct,2205,1127,Correct,262,82,Correct,2377,1517,Correct,957,435,Correct,3261,1123,Correct,2863,1490,Correct,ALE,QL,3,0,0,0,0,0,0,19148,0,0,0,12343,0,0,1011,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1012,100,0,0,0,0,0,0,0,0,0,0,7079,0,0,0,12343,0,0,0,0,0,2.573523455,100,0,0.573523455,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0.058832181,0,0,0,0,0,0,0,8.998290598,0,0,0,0,0,0,0,0,6799,0,0,12343,0,0,0,0,0,0.148683269,0,0
ore_ont_15010.owl,Train,"[Konclude 1 1, FaCT++ 1 2, Racer 1 3, TrOWL 1 4, HermiT-OA4 1 5, Pellet-OA4 1 6, MOReHermiT 1 7, JFact 1 8, ELK 2 9, ELepHant 4 10]",207,60,Correct,6,0,Exec_err,397,77,Correct,1363,686,Correct,1199,616,Correct,28,11,Correct,365,44,Correct,341,0,Unexpected,1286,539,Correct,969,310,Correct,ALC,DL,29,0,0,0,0,0,0,706,0,0,0,339,0,0,60,0,0,0,34.68208092,0,0,0,0,0,40,9,0,0,0.992555831,0,0,0,0,0,0,0,0,0,14,0,0,1,0,60,65.31791908,0,0,1.179941003,8.477842004,0,4,6.682481874,0,0,0,359,0,0,0,519,11.79941003,0,0,0,0,2.809248555,56.84007707,0,0.084913611,0,0,180,0,0,0,0,0,0,47.78761062,0,0,0,0,0,89.08188586,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.529411765,0,0,9.925558313,0,0,0,0,0,178,0,0,162,0,0,4,0,0,0.33461736,0,0
ore_ont_15013.owl,Test,"[Konclude 1 1, ELepHant 1 2, FaCT++ 1 3, Racer 1 4, ELK 1 5, HermiT-OA4 1 6, MOReHermiT 1 7, TrOWL 1 8, Pellet-OA4 1 9, JFact 1 10]",2166,530,Correct,90,61,Correct,2059,1298,Correct,6026,4783,Correct,1846,876,Correct,179,58,Correct,1009,275,Correct,1000,542,Correct,2946,1636,Correct,2039,806,Correct,ALER,EL,4,0,0,0,1,0,0,14851,0,0,0,5442,0,0,151,1,0,0,52.86221529,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0.008660258,0,0,0,1,0.008660258,0,4,0,152,47.12912445,0,6104,0,0,0,0,0.457800427,0,0,0,1662,0,0,0,11547,0.349136347,0,0,0,0,1.618429029,47.12912445,0,0.308893789,0,0,6104,0,0,0,0,0,0,99.65086365,0,0,0,0,0,98.8697204,19,0,0,0,0,0,0,0,0.090826521,0,0,0,0,0,0,0,5.588410104,0,0,1.130279595,0,0,0,0,0,3304,0,100,5423,0,0,0,0,0,0.0453705,0,0
ore_ont_15030.owl,Train,"[Konclude 1 1, FaCT++ 1 2, Racer 1 3, ELK 1 4, TrOWL 1 5, Pellet-OA4 1 6, HermiT-OA4 1 7, MOReHermiT 1 8, ELepHant 4 9, JFact 4 9]",487,130,Correct,5,0,Exec_err,836,450,Correct,817,0,Exec_err,1722,1072,Correct,51,23,Correct,487,59,Correct,428,231,Correct,1421,669,Correct,1691,972,Correct,ALUOIN(D),DL,3,1.228820755,2,0,858,0,0.06119951,2098,42,0,0,536,0,159,5,0,0,0,14.6878825,5.630354957,0,8.078335373,0,0,0,160,1.089041096,0.000188947,0,1,0,0,0,0,0,52,0.229885057,0,1,52.50917993,0,1,0,6,32.80293758,18.49315068,240,5.037313433,1.652386781,27,27,0.898891218,0,9.424724602,0,0,0,0,0,1634,0,17.57322176,0,11.29707113,0,1.222766218,31.1505508,0,0.445895522,0,0,240,100,0,0,0,49.37238494,0,94.96268657,0,0,21.75732218,0,0,0,0,0,0,0,0,0,1,118,0,0,0,0,0.471698113,9.730722154,0,0,2.368421053,0,0,0,0,66.98113208,0,0,0,146,0,0,509,9.791921665,0,0,0,9.791921665,0.037878788,0,5
ore_ont_15058.owl,Test,"[Konclude 1 1, FaCT++ 1 2, Racer 1 3, TrOWL 1 4, ELK 1 5, Pellet-OA4 1 6, JFact 1 7, HermiT-OA4 1 8, MOReHermiT 1 9, ELepHant 4 10]",190,60,Correct,4,0,Exec_err,392,91,Correct,882,259,Correct,1305,714,Correct,31,7,Correct,331,31,Correct,331,135,Correct,908,233,Correct,1262,589,Correct,SHOIQ(D),DL,9,0.08,0,3,256,0,0,552,1,0,0,86,11,38,9,0,0,0,21.47651007,0.223713647,0,6.263982103,0,0,9,41,1.407407407,0.005698006,7.692307692,1,0,0,3.355704698,0,0,0,0.440944882,6.25,2,57.27069351,1,1,12,9,19.2393736,33.33333333,48,0,2.013422819,9,0,5.255018543,0,8.501118568,6.711409396,9,3.355704698,0,77.77777778,447,10.46511628,1.923076923,1.342281879,17.30769231,0,0.993288591,13.87024609,0,0.302325581,0,100,105,100,0,0,0,23.07692308,2.013422819,61.62790698,0,0,0,0,4.250559284,17.30769231,0,32.69230769,17,0,0,0,1,12,0,0,25.64102564,0,0,8.277404922,0,0,3.333333333,0,0,0,0,0,0,0,0.1,27,100,0,53,9.172259508,3.75,4,0,9.172259508,0.323333333,0.276923077,4
ore_ont_15059.owl,Train,"[Konclude 1 1, ELK 1 2, TrOWL 1 3, MOReHermiT 1 4, ELepHant 1 5, Racer 3 6, JFact 3 6, FaCT++ 3 6, Pellet-OA4 3 6, HermiT-OA4 3 6]",211028,0,Timeout,185144,178901,Correct,51518,24589,Correct,211040,0,Timeout,93360,66627,Correct,49851,11632,Correct,211063,0,Timeout,14042,12899,Correct,211034,0,Timeout,211036,0,Timeout,ALE,QL,3,0,0,0,0,0,0,3280784,0,0,0,3137899,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,3137899,0,0,0,3137899,0,0,0,0,0,3,100,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142884,0,0,3137899,0,0,0,0,0,0,0,0
