OntoName,Category,Ranking_CORR_CTime,Racer_ETime,Racer_CTime,Racer_CORR,ELepHant_ETime,ELepHant_CTime,ELepHant_CORR,TrOWL_ETime,TrOWL_CTime,TrOWL_CORR,JFact_ETime,JFact_CTime,JFact_CORR,MOReHermiT_ETime,MOReHermiT_CTime,MOReHermiT_CORR,Konclude_ETime,Konclude_CTime,Konclude_CORR,FaCT++_ETime,FaCT++_CTime,FaCT++_CORR,ELK_ETime,ELK_CTime,ELK_CORR,Pellet-OA4_ETime,Pellet-OA4_CTime,Pellet-OA4_CORR,HermiT-OA4_ETime,HermiT-OA4_CTime,HermiT-OA4_CORR,DLFamily,OPR,AxMaxNesting,AvgNbrRestrict,HMaxNbr,HP_MaxDepth,SRBx,DpDISJ,SymmetricObjectProperty,OAS,ExactCardinality_C,DpEQUIV,HP_MultiParent,STBx,HP_MaxChildren,SDP,HC_MaxChildren,OpCHAIN,Complement_C,InverseFuncOPRatio,ClassAssertion,FunctionalObjectProperty,IrreflexiveOPRatio,FunctionalDataProperty,ObjectPropertyAssertion,IrrefexiveObjectProperty,GCI_C,SOP,ARichness,OP_COHESION,Union_R,HExtNbr,Indiv_SAME,DataPropertyAssertion,DisjointClasses,Complement_R,SubPropertyChainOf,MostCardinality_C,RRichness,Indiv_DIFF,AxiomMaxConst,RRBx,HP_MaxParents,HC_MaxParents,HP_MaxPropDegree,HC_MaxClassDegree,RTBx,CLS_NOM,SI,NPCD_Ratio,EquivalentClasses,OneOf_C,NPCD_C,RABx,ReflexiveOPRatio,DataPropertyDomain,SubObjectPropertyOf,Existentiel_C,SubDataPropertyOf,OpEQUIV,ClsDISJ_Ratio,OLAS,GCI_Ratio,ExactCardinality_R,TransitiveObjectProperty,OneOf_R,UI_Ratio,AxAvgNesting,SubClassOf,HasSelf_C,OntoConstructorDensity,EquivalentDataProperties,InverseOPRatio,SABx,Nom_Tbox,HasValue_R,SameIndividual,OpDISJ,LeastCardinality_R,DifferentIndividuals,PCD_Ratio,InverseFunctionalObjectProperty,EqDPRatio,MostCardinality_R,UI_Pattern,InverseObjectProperties,Existentiel_R,Intersection_C,Universal_R,Universal_C,HasValue_C,HasSelf_R,DisjointObjectProperties,HMinNbr,LeastCardinality_C,HC_MultiParents,EUR_Pattern,TransitiveOPRatio,EquivalentObjectProperties,SymmetricOPRatio,DataPropertyRange,CUR_Pattern,ReflexiveObjectProperty,HC_AvgChildren,DisjointUnion,EqOPRatio,Intersection_R,AsymmetricObjectProperty,FunctionalOPRatio,DisjOPRatio,EUR_Ratio,HP_COHESION,SC,HasHiearOPRatio,ChainOPRatio,PCD_C,ObjectPropertyDomain,HP_AvgChildren,Union_C,CUR_Ratio,ObjectPropertyRange,HC_DegreeCentrality,HP_DegreeCentrality,SDT
ore_ont_14766.owl,Train,"[Konclude 1 1, FaCT++ 1 2, JFact 1 3, MOReHermiT 1 4, Pellet-OA4 1 5, HermiT-OA4 1 6, Racer 2 7, TrOWL 2 7, ELK 2 7, ELepHant 4 10]",1789,0,Unexpected,13,0,Exec_err,1471,0,Unexpected,3588,2314,Correct,3774,2739,Correct,177,76,Correct,996,286,Correct,815,0,Unexpected,8239,6855,Correct,40742,39243,Correct,SHOIN(D),DL,4,0,0,5,422,0,0.044722719,10579,5,8,0.324675325,4605,19,29,51,0,0,0,20.30411449,0,0,0,0.864639237,0,279,308,0.008203678,1.10194E-07,0.267379679,1,0.163132137,0,0.939177102,0,0,0,0.098088637,0.163132137,1,6.290995826,2,3,20,52,68.64937388,7.015558699,1226,7.100977199,4.964221825,0,327,0.373578269,0,0.074537865,1.774001193,114,0,58,3.140028289,6708,6.058631922,0,0.074537865,0,0,1.681276088,62.74597496,261,0.162432139,0.059630292,2.680412371,1681,0,0,2.638640429,0,0,1.252236136,82.84473398,0,0,0,0,0.238521169,15.24064171,0,48.93048128,366,0,34.89304813,0,0,0,0.056593096,0,2.06185567,0.596302922,0.206185567,0.268336315,0,0,3.816168328,0,11.13402062,0,0,0,0,0,0.00839714,3535,45.36082474,0,3815,0.834824091,2.833333333,2,0,2.325581395,0.014174396,0.063038896,2
ore_ont_14767.owl,Train,"[Konclude 1 1, FaCT++ 1 2, JFact 1 3, MOReHermiT 1 4, Pellet-OA4 1 5, HermiT-OA4 1 6, Racer 2 7, TrOWL 2 7, ELK 2 7, ELepHant 4 10]",1834,0,Unexpected,12,0,Exec_err,1389,0,Unexpected,3800,2289,Correct,3604,2562,Correct,247,152,Correct,987,283,Correct,880,0,Unexpected,8561,7237,Correct,48027,46710,Correct,SHOI(D),DL,4,0,0,5,427,0,0.043446778,10781,0,8,0.324675325,4605,19,29,51,0,0,0,19.72483707,0,0,0,3.084721217,0,279,308,0.008194405,1.13057E-07,0.269179004,0,0.163132137,0.535843592,0.912382332,0,0,0,0.098088637,0.163132137,1,6.183924692,2,5,20,52,66.69080377,7.007629274,1226,7.100977199,4.822592324,0,327,0.392835214,0,0.057929037,1.723388849,114,0,58,3.136479231,6905,6.058631922,0,0.072411296,0,0,1.633309196,60.95582911,261,0.161346363,0.057929037,2.708333333,1873,0,0,2.563359884,0,0,1.216509776,82.84473398,0,0,0,0,0.231716148,15.34320323,0,49.25975774,366,0,35.12786003,0,0,0,0.084769709,0,2.083333333,0.579290369,0.208333333,0.260680666,0,0,3.800660793,0,11.25,0,0,0,0,0,0.00839714,3539,44.79166667,0,3815,0.897900072,2.833333333,2,0,2.25923244,0.014154334,0.063038896,2
ore_ont_14776.owl,Train,"[Konclude 1 1, Racer 1 2, ELK 1 3, TrOWL 1 4, MOReHermiT 1 5, HermiT-OA4 1 6, FaCT++ 1 7, Pellet-OA4 1 8, JFact 3 9, ELepHant 4 10]",8444,710,Correct,118,0,Exec_err,3018,1612,Correct,211015,0,Timeout,3341,1758,Correct,1106,400,Correct,131718,130367,Correct,1320,802,Correct,153309,150766,Correct,4605,1997,Correct,ALERI+,DL,3,0,0,2,8,0,0.002975305,67222,0,0,0,33602,1,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0.002975305,0,0,0,1,0.02380244,1,0,1,0,99.97619756,0,0,0,0,0,0,0,0,0,0.008925915,33602,0,0,0,33610,0,0,0.00595061,0,0,2.999285927,99.97619756,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.002975305,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,33603,0,0,33602,0,1,0,0,0,0,0.125,0
ore_ont_1478.owl,Test,"[Konclude 1 1, FaCT++ 1 2, TrOWL 1 3, JFact 1 4, MOReHermiT 1 5, HermiT-OA4 1 6, Racer 2 7, ELK 2 7, Pellet-OA4 3 9, ELepHant 4 10]",113082,0,Unexpected,7,0,Exec_err,656,290,Correct,1543,850,Correct,16586,15957,Correct,65,43,Correct,453,86,Correct,425,0,Unexpected,211005,0,Timeout,83045,82358,Correct,SHOIN(D),DL,15,1.5825,0,6,859,0,0.084245998,1547,2,0,0.418410042,277,23,1,7,0,5,0,2.274641955,0,0,0,2.02190396,0,4,239,0.008264463,0.000273177,4.265402844,0,0,0,3.454085931,2.369668246,0,0,0.546692607,0,9,72.36731255,3,2,23,8,23.33614153,2.479338843,12,8.664259928,2.358887953,3,24,0.3619668,0,0.084245998,20.55602359,96,0,0,24.79338843,1187,1.444043321,0.947867299,1.01095198,1.421800948,2.166064982,1.140690817,17.52316765,0,0.084636984,0,100,51,25,0,0,0,0.947867299,0,72.20216606,0,0,0,6,10.61499579,45.49763033,37,27.01421801,57,0,0,0,2,2,0.833333333,0,15.92356688,0,0,0.084245998,0,0,2.088888889,0,0,17.53554502,0,0,0,0,0.029394184,121,100,0,200,19.9663016,3.088607595,9,0,19.9663016,0.054977923,0.08880261,1
ore_ont_148.owl,Train,"[Konclude 1 1, FaCT++ 1 2, Racer 1 3, MOReHermiT 1 4, Pellet-OA4 1 5, HermiT-OA4 1 6, TrOWL 2 7, ELK 2 7, ELepHant 4 9, JFact 4 9]",1709,450,Correct,12,0,Exec_err,1892,0,Unexpected,1320,0,Exec_err,5805,4791,Correct,193,89,Correct,1014,264,Correct,783,0,Unexpected,6828,5379,Correct,68606,67245,Correct,SHOIN(D),DL,4,7.017857143,0,5,646,0,0.043497173,10495,10,8,0.198807157,3960,35,32,53,0,0,0,18.45730028,0,0,0,6.988545745,0,258,503,0.010443864,9.74438E-08,0.305343511,2,0.168067227,3.595766275,0.826446281,0,0,0,0.107610276,0.168067227,1,9.366391185,2,3,36,54,57.41626794,7.212793734,1190,7.525252525,4.422212556,0,298,0.481620137,0,0.202986806,4.538205017,95,0,66,3.296344648,6897,6.515151515,1.526717557,0.11599246,0,0,1.430477019,52.16760911,227,0.16540404,0.05799623,3.051643192,2291,0,0,3.073800203,0,0.610687023,1.101928375,81.86868687,0,0,0,0,0.173988691,14.50381679,0,48.39694656,317,0,34.65648855,0,1,4,0.065295462,0,2.34741784,0.637958533,0.234741784,0.260983036,0,0,3.914323963,0,10.79812207,0,0,0,0,0,0.006756275,3064,62.91079812,0,3242,0.927939684,4.890625,2,0,2.406843555,0.017023121,0.069510382,6
ore_ont_14800.owl,Test,"[Konclude 1 1, Racer 1 2, TrOWL 1 3, ELK 1 4, JFact 1 5, Pellet-OA4 1 6, HermiT-OA4 1 7, MOReHermiT 1 8, ELepHant 4 9, FaCT++ 4 9]",162,50,Correct,4,0,Exec_err,466,114,Correct,904,245,Correct,1182,588,Correct,39,6,Correct,361,0,Exec_err,383,114,Correct,972,282,Correct,956,307,Correct,ALUHN+(D),DL,4,0.43,1,2,128,0,0,598,19,0,0,141,4,44,6,0,0,0,24.83221477,0,0,0,0,0,0,25,0.530120482,0.000517191,0,1,0,14.98881432,0,0,0,13,0.12962963,0,1,28.63534676,1,1,4,7,31.54362416,0,56,0,0,0,0,8.908507625,0,8.277404922,1.789709172,0,0.67114094,0,0,447,0,44.18604651,0.223713647,0,0,1.203579418,31.54362416,0,0.304964539,0,0,178,0,0,0,0,2.325581395,0,100,0,0,30.23255814,0,0,0,0,23.25581395,10,0,0,0,1,1,0,0,0,0,0,7.829977629,0,0,2.80952381,0,0,0,0,0,0,0,0.053333333,83,37.20930233,0,141,5.14541387,2.666666667,0,0,4.697986577,0.07037037,0.152173913,5
ore_ont_1481.owl,Train,"[FaCT++ 1 1, ELK 1 2, Konclude 1 3, TrOWL 1 4, MOReHermiT 1 5, ELepHant 1 6, Pellet-OA4 1 7, HermiT-OA4 1 8, Racer 2 9, JFact 2 9]",604,0,Unexpected,1318,1156,Correct,947,429,Correct,1656,0,Unexpected,1635,936,Correct,435,390,Correct,595,122,Correct,510,294,Correct,6998,6079,Correct,80335,79419,Correct,ALCO,EL,6,0,0,0,0,0,0,2272,0,0,0,539,0,0,36,0,0,0,20.74959261,0,0,0,49.91852254,0,238,126,0,0,0,0,0,0,0,0,0,0,0.139146568,68.67356538,2,0,0,3,0,37,29.27756654,24.42996743,1063,0,0,75,0,3.84152273,0,0,0,353,0,0,0,1841,44.15584416,0,0,17.48251748,0,0.986963607,29.27756654,0,0.397959184,0,0,1302,7.055503293,0,0,0,0,0.054318305,49.35064935,0,0,0,0,0,82.28438228,1,0,0,0,0,0,0,0,0.327868852,0,0,0,0,0,0,0,1.595744681,0,0,0.233100233,0,0,0,0,0,307,0,0,266,0,0,0,0,0,0.119256991,0,0
ore_ont_14816.owl,Train,"[Konclude 1 1, ELepHant 1 2, Racer 1 3, FaCT++ 1 4, TrOWL 1 5, ELK 1 6, HermiT-OA4 1 7, JFact 1 8, Pellet-OA4 1 9, MOReHermiT 1 10]",108,20,Correct,7,0,Correct,334,45,Correct,812,170,Correct,989,434,Correct,27,5,Correct,337,39,Correct,327,116,Correct,974,295,Correct,786,137,Correct,ALH,FULL,1,0,0,2,330,0,0,578,0,0,0,0,31,0,0,0,0,0,0,0,0,0,1.492537313,0,0,132,0,0.000273,0,0,0,0,0,0,0,0,1,0,0,98.50746269,1,0,31,0,0,0,6,0,0,0,0,0.445533526,0,0,32.8358209,0,0,0,0,335,0,0,0,0,0,0.656716418,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025445293,111,0,0,0,32.8358209,5.238095238,0,0,32.8358209,0,0.227363476,0
ore_ont_14817.owl,Test,"[ELK 1 1, TrOWL 2 2, Konclude 2 2, Racer 3 4, JFact 3 4, MOReHermiT 3 4, FaCT++ 3 4, Pellet-OA4 3 4, HermiT-OA4 3 4, ELepHant 4 10]",211000,0,Timeout,267,0,Exec_err,13055,0,Unexpected,211007,0,Timeout,211024,0,Timeout,49975,0,Unexpected,211026,0,Timeout,2892,2285,Correct,211017,0,Timeout,211014,0,Timeout,SRIQ,DL,14,1408.86,2,4,147,0,0.000642162,214246,0,0,0.632911392,155577,18,0,2498,27,0,0,0,0,0,0,0,0,4275,158,0,7.43225E-11,0.119245347,0,0,0,0.038529706,0,0.019264853,37,0.000443485,0,8,0.094397781,3,10,18,2499,99.90560222,0,0,0,2.756800493,0,0,0,0,0,0.03981403,66034,0,0,0.183332191,155724,2.747835477,0,0.015411883,0,0.000642769,2.481043384,97.11027202,0,0.05659818,0,22.61904762,0,0,0,0,0,0.052524736,0,88.53365215,0,0,0.052524736,1,0.006421618,93.74103885,4251,0,0,0,0,0,2,37,0.011993695,0,27.37490168,0,0.567253585,0,0,0,7.3127739,0,0,6.034666326,0,0,0,0,0.011610094,58364,27.70769045,25.05596902,137738,0.00706378,1.823529412,84,0,0.005779456,0.042766783,0.111056672,0
ore_ont_14818.owl,Test,"[Konclude 1 1, FaCT++ 1 2, Racer 1 3, JFact 1 4, Pellet-OA4 1 5, MOReHermiT 1 6, HermiT-OA4 1 7, TrOWL 2 8, ELK 2 8, ELepHant 4 10]",1386,470,Correct,10,0,Exec_err,1312,0,Unexpected,2743,1574,Correct,3779,2819,Correct,143,63,Correct,868,201,Correct,902,0,Unexpected,3086,1800,Correct,11583,10343,Correct,SHOIN(D),DL,4,0,0,5,287,0,0.058869702,8468,3,8,0.502512563,4332,14,36,53,0,0,0,3.159340659,0,0,0,3.551805338,0,367,199,0.011472275,1.20473E-07,0.59311981,1,1.282051282,2.570643642,1.550235479,0,0,0,0.061058345,0,1,5.631868132,2,3,15,54,85.00784929,3.21861058,156,9.74145891,8.418367347,0,422,0.183679014,0,0.333594976,1.687598116,70,0.058869702,30,4.71637986,5096,8.471837488,0,0.137362637,0,0,1.904827316,75.03924647,101,0.194598338,0.078492936,6.377204885,477,0,0,0.078492936,0,0,0,72.11449677,0,0,0,0,0.215855573,8.303677343,0,78.76631079,664,0,11.98102017,0,0,0,0.06375518,0,4.748982361,0.333594976,1.356852103,0.412087912,0,0,4.081312411,0,5.291723202,0,0,0,0,0,0.012385158,3138,50.33921303,0,3124,0.549450549,2.529411765,5,0,1.766091052,0.016648358,0.07211711,4
ore_ont_14826.owl,Train,"[Konclude 1 1, ELepHant 1 2, FaCT++ 1 3, TrOWL 1 4, ELK 1 5, HermiT-OA4 1 6, Pellet-OA4 1 7, MOReHermiT 1 8, Racer 2 9, JFact 2 9]",84,0,Unexpected,7,0,Correct,429,105,Correct,838,0,Unexpected,957,395,Correct,18,2,Correct,353,44,Correct,329,109,Correct,995,303,Correct,801,143,Correct,ALEH,EL,5,0,0,0,16,0,0,322,0,0,0,149,1,0,3,0,0,0,0,0,0,0,0,0,86,66,0,0,0,0,0,0,0,0,0,0,0,0,1,9.696969697,1,4,2,4,90.3030303,0,0,0,0,0,0,0,0,0,9.696969697,81,0,0,0,165,57.71812081,0,0,0,0,2.4,90.3030303,0,0.590604027,0,0,0,0,0,0,0,0,0,29.53020134,0,0,0,0,0,92.04545455,7,0,0,0,0,0,0,0,2.197802198,0,0,0,0,0,0,0,2,0,0,7.954545455,0,0,0,0,0,93,9.87654321,0,44,0,1,0,0,0,0.034956305,0.024038462,0
ore_ont_14831.owl,Train,"[Konclude 1 1, ELepHant 1 2, Racer 1 3, FaCT++ 1 4, ELK 1 5, TrOWL 1 6, HermiT-OA4 1 7, JFact 1 8, Pellet-OA4 1 9, MOReHermiT 1 10]",168,10,Correct,5,0,Correct,346,73,Correct,743,141,Correct,856,303,Correct,17,3,Correct,310,32,Correct,271,71,Correct,906,254,Correct,713,109,Correct,ALH,FULL,3,0,0,2,104,0,0,348,0,0,0,108,34,0,2,0,0,0,0,0,0,0,0.469483568,0,104,128,0,0,0,0,0,0,0,0,0,0,0,0,1,48.82629108,1,2,34,2,50.70422535,0,2,0,0,0,0,0.220414821,0,0,48.82629108,104,0,0,0,213,96.2962963,0,0,0,0,1.502347418,50.70422535,0,0.962962963,0,0,1,0,0,0,0,0,0,3.703703704,0,0,0,0,0,100,0,0,0,0,0,0,0,0,14.28571429,0,0,0,0,0,0,0,1.333333333,0,0,0,0,0,0,0,0.025590551,8,100,0,4,0,4.52173913,0,0,0,0.2,0.258967629,0
ore_ont_14840.owl,Train,"[ELepHant 1 1, Konclude 1 2, Racer 1 3, FaCT++ 1 4, TrOWL 1 5, ELK 1 6, Pellet-OA4 1 7, HermiT-OA4 1 8, MOReHermiT 1 9, JFact 1 10]",427,50,Correct,15,2,Correct,640,150,Correct,1502,596,Correct,1262,573,Correct,68,13,Correct,559,95,Correct,515,191,Correct,1383,429,Correct,1419,505,Correct,SH,EL,3,0,0,2,7,0,0,3625,0,0,0,2051,2,0,82,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2.86686103,0,0,0,0.028766455,0,1,0.340136054,1,3,2,83,99.65986395,0,0,0,0,0,0,0,0,0,0.19436346,225,0,0,6.752411576,2058,0,0,0.145772595,0,0,2.102526725,96.79300292,0,0.109702584,0,0,0,0,0,0,0,0,0,97.12335446,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0.128617363,0,89.33333333,0,0,0,0,0,3.988713318,0,0,0,0,0,0,0,0.121212121,1555,89.33333333,0,1992,0,2,0,0,0,0.05201499,0.145454545,0
ore_ont_14848.owl,Test,"[Konclude 1 1, Racer 1 2, FaCT++ 1 3, TrOWL 1 4, ELK 1 5, JFact 1 6, Pellet-OA4 1 7, HermiT-OA4 1 8, MOReHermiT 1 9, ELepHant 4 10]",117,20,Correct,4,0,Exec_err,349,53,Correct,775,155,Correct,1133,573,Correct,15,3,Correct,327,28,Correct,314,124,Correct,878,198,Correct,980,351,Correct,SHI(D),DL,4,0,0,0,179,0,0.578034682,456,0,0,0,106,0,37,4,0,0,0,13.58381503,0,0,0,4.046242775,0,0,43,1.233333333,0.004597701,0,0,0,0,26.30057803,0,0,0,0.899328859,0,0,51.73410405,0,2,0,4,30.63583815,0,47,0,0,0,0,5.095392429,0,10.69364162,0,0,2.89017341,0,46.66666667,346,0,0,2.023121387,0,0,1.182080925,4.335260116,0,0,0,0,61,0,0,0,0,0,0,14.1509434,0,0,0,0,1.734104046,0,0,0,0,0,0,0,0,0,3.333333333,0,0,0,0,8.959537572,0,0,2.142857143,0,0,0,0,0,0,0,0,30,0,0,15,12.42774566,0,0,0,12.42774566,0.110837438,0,5
ore_ont_14860.owl,Test,"[FaCT++ 1 1, ELK 1 2, TrOWL 1 3, Racer 1 4, MOReHermiT 1 5, JFact 2 6, Konclude 2 6, HermiT-OA4 2 6, ELepHant 4 9, Pellet-OA4 4 9]",1536,500,Correct,5,0,Exec_err,1074,439,Correct,2231,0,Unexpected,1544,659,Correct,140,0,Unexpected,828,212,Correct,656,430,Correct,1419,0,Exec_err,1475,0,Unexpected,SOIN(D),DL,10,0.45,0,0,177,0,0,6281,0,0,0,376,0,30,44,0,0,0,23.10810811,0.202702703,0,0.456081081,4.358108108,0,0,45,0.104529617,3.7361E-05,2.222222222,0,0,63.19256757,1.182432432,0,0,0,0.268765133,0,2,2.989864865,0,2,0,44,6.351351351,1.742160279,1372,2.393617021,0.152027027,1,9,1.531398375,0,0.489864865,0,27,0,0,10.45296167,5920,0,0,0.033783784,2.222222222,0,0.389695946,5.016891892,4,0.059840426,0,16.12903226,5367,0.364431487,0,0,0,2.222222222,0,78.9893617,0.050675676,0,0,0,0.084459459,60,8,6.666666667,3,0,8.888888889,0,1,1,0.34965035,0,16.12903226,0,0,0.506756757,0,0,3.8,0,0,17.77777778,0,0,0,0,0,287,0,0,297,0.540540541,0,1,0,0.625,0.14890042,0,5
ore_ont_14861.owl,Train,"[ELK 1 1, Konclude 1 2, MOReHermiT 1 3, TrOWL 1 4, HermiT-OA4 1 5, Pellet-OA4 1 6, Racer 3 7, JFact 3 7, ELepHant 4 9, FaCT++ 4 9]",211015,0,Timeout,113,0,Exec_err,9588,7247,Correct,211009,0,Timeout,5905,3182,Correct,6379,3144,Correct,25788,0,Exec_err,3385,2710,Correct,17695,14445,Correct,11198,7978,Correct,SH,DL,13,0,0,2,5,0,0,323312,0,0,0,51209,2,0,1363,0,0,0,82.6625953,0,0,0,0,0,3855,17,0,0,0,0,0,0,0.001015586,0,0,0,5.85835E-05,0,6,0.001692643,1,6,2,1363,17.33571206,0,7,0,1.305027827,0,0,0.027983654,0,0,0.001354114,11806,0,0,0.010753074,295396,7.527973598,0,0.000338529,0,0,1.240666766,16.02966865,0,0.050970858,0,0,244182,0,0,0,0,0,0,70.45831787,0,0,0,0,0,75.38471362,3855,0,0,0,0,0,0,0,0.010753074,0,35.22785025,0,0,0,0,0,4.191821248,0,0,24.61528638,0,0,0,0,0.058823529,27899,61.68897171,0,36081,0,2,0,0,0,0.048757845,0.108333333,0
ore_ont_14863.owl,Test,"[Konclude 1 1, FaCT++ 1 2, TrOWL 1 3, Pellet-OA4 1 4, ELK 1 5, Racer 1 6, HermiT-OA4 1 7, MOReHermiT 1 8, JFact 2 9, ELepHant 4 10]",2366,620,Correct,11,0,Exec_err,942,269,Correct,5181,0,Unexpected,1553,653,Correct,162,49,Correct,886,235,Correct,880,567,Correct,1631,537,Correct,1710,647,Correct,S,DL,5,0,0,0,3,0,0,12958,0,0,0,2116,0,0,76,0,0,0,81.02444703,0,0,0,0,0,90,8,0,0,0,0,0,0,0.017909913,0,0,0,0.00094518,0,2,0.02686487,0,4,0,77,18.9486881,0,7,0,0.805946091,0,0,0.725570404,0,0,0,225,0,0,0.224215247,11167,4.253308129,0,0.02686487,0,0,1.225485806,18.12483209,0,0.074432892,0,0,9048,0,0,0,0,0,0,90.40642722,0,0,0,0,0,71.42857143,90,0,0,0,0,0,0,0,0.168255749,0,75.55555556,0,0,0,0,0,2.957680251,0,0,28.57142857,0,0,0,0,0,1784,0,0,1913,0,0,0,0,0,0.042069267,0,0
ore_ont_14878.owl,Test,"[Konclude 1 1, FaCT++ 1 2, JFact 1 3, MOReHermiT 1 4, Pellet-OA4 1 5, HermiT-OA4 1 6, Racer 2 7, TrOWL 2 7, ELK 2 7, ELepHant 4 10]",1842,0,Unexpected,12,0,Exec_err,1484,0,Unexpected,3511,2251,Correct,3599,2556,Correct,174,78,Correct,1003,288,Correct,855,0,Unexpected,8756,7379,Correct,45212,43906,Correct,SHOIN(D),DL,4,0,0,5,424,0,0.044622936,10621,6,8,0.324675325,4636,19,29,51,0,0,0,20.25881303,0,0,0,0.594972483,0,279,308,0.008141494,1.09554E-07,0.265957447,2,0.163132137,0,0.93708166,0,0,0,0.097871452,0.163132137,1,6.306708315,2,3,20,52,68.95731072,7.018528916,1226,7.053494392,4.953145917,0,327,0.3679307,0,0.07437156,1.770043136,114,0,58,3.116226839,6723,6.018119068,0,0.07437156,0,0,1.68734196,63.06708315,263,0.162208801,0.059497248,2.669404517,1663,0,0,2.632753235,0,0,1.249442213,82.9594478,0,0,0,0,0.237988993,15.15957447,0,48.80319149,367,0,34.97340426,0,0,0,0.056163999,0,2.05338809,0.594972483,0.205338809,0.267737617,0,0,3.808114035,0,11.08829569,0,0,0,0,0,0.00839714,3562,45.58521561,0,3846,0.8627101,2.833333333,2,0,2.320392682,0.014066727,0.063038896,2
ore_ont_14879.owl,Train,"[Konclude 1 1, ELK 1 2, Racer 1 3, MOReHermiT 1 4, TrOWL 1 5, HermiT-OA4 1 6, JFact 3 7, FaCT++ 3 7, Pellet-OA4 3 7, ELepHant 4 10]",11686,1250,Correct,163,0,Exec_err,4112,2405,Correct,211011,0,Timeout,3869,2070,Correct,1521,575,Correct,211014,0,Timeout,1523,887,Correct,211006,0,Timeout,4741,2493,Correct,ALERI+,DL,3,0,0,2,8,0,0.002199301,90940,0,0,0,45461,1,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0.002199301,0,0,0,1,0.017594405,1,0,1,0,99.9824056,0,0,0,0,0,0,0,0,0,0.006597902,45461,0,0,0,45469,0,0,0.004398601,0,0,2.999472168,99.9824056,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.002199301,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,45462,0,0,45461,0,1,0,0,0,0,0.125,0
ore_ont_14881.owl,Train,"[ELK 1 1, Konclude 1 2, MOReHermiT 1 3, TrOWL 1 4, HermiT-OA4 1 5, Racer 3 6, JFact 3 6, FaCT++ 3 6, Pellet-OA4 3 6, ELepHant 4 10]",211014,0,Timeout,91,0,Exec_err,4617,2766,Correct,211007,0,Timeout,4914,2232,Correct,3667,2130,Correct,211588,0,Timeout,2308,1795,Correct,211016,0,Timeout,7815,4632,Correct,SHIF,DL,9,0,0,4,90,0,0.00145238,158302,0,0,0.892857143,39079,8,0,1363,0,0,0,71.55586217,0.00072619,0,0,0,0,743,112,0,3.40448E-10,0,0,0,0,0.00217857,0,0,0,0.000153523,0,4,0.065357104,2,6,9,1363,28.37878073,0,13,0.007676757,0.541737773,0,3,0.051963155,0,0,0.032678552,9163,0,0,0.014644862,137705,1.901276901,0,0.016702371,0,0,1.360669547,27.83486438,0,0.063390824,0,0,98536,0,0,0,0,0,0,94.54694337,0,0,0,0,0.00798809,92.47149056,746,0,0,0,0,0,0,0,0.014644862,0,53.49776274,0,0,0,0,0,3.731080913,0,0,7.528509436,0,0,0,0,0.016731017,20485,39.94325003,0,36948,0.00363095,2.8125,0,0,0.00217857,0.066403581,0.075184275,0
ore_ont_14883.owl,Test,"[Konclude 1 1, FaCT++ 1 2, ELK 1 3, TrOWL 1 4, Racer 1 5, JFact 1 6, MOReHermiT 1 7, HermiT-OA4 1 8, Pellet-OA4 3 9, ELepHant 4 10]",485,330,Correct,5,0,Exec_err,558,214,Correct,1131,471,Correct,1290,698,Correct,50,20,Correct,383,40,Correct,354,156,Correct,211006,0,Timeout,1551,882,Correct,SHOIN,DL,11,4.643333333,0,2,121,0,0.355871886,742,0,0,0,327,8,0,9,0,3,0,6.40569395,0,0,0,13.70106762,0,21,56,0,0.000152074,1.005025126,0,0,0,11.5658363,1.507537688,0,0,0.283333333,52.17391304,6,21.53024911,1,2,8,9,58.18505338,3.2,23,0,3.736654804,1,0,3.609376781,0,0,3.024911032,121,0,0,24.8,562,6.422018349,0,1.601423488,0.502512563,0,1.775800712,42.88256228,3,0.101427115,0,98.05194805,114,4.347826087,0,0,0,3.015075377,0.177935943,63.60856269,0,0,0,0,4.804270463,60.8040201,36,13.5678392,27,0,1.507537688,0,5,6,0.806451613,0,5.844155844,0,1.298701299,0,0,0,2.272727273,0,0,18.09045226,0,0,0,0,0.022077922,125,31.16883117,0,208,5.871886121,2.125,2,0,5.871886121,0.057710249,0.139393939,0
